rank,group,video_id,uploader,likes,comments,views,shares,engagement_score,title,duration_s,source_file,is_viral_proxy
2,top,7544520710744558903,7445731,7000000,10100,60900000,624300,7020200,I can’t stop 😩,10,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
28,top,7545647280955690253,190068318278651904,1300000,2813,8300000,25900,1305626,mi princessaaaa 🤭 @Aldo Arturo ,13,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
50,normal,7545914679911107854,6727327145951183878,93500,2054,1100000,3139,97608,Ball is in your court @Kevin Hart ,49,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
13,top,7546069423900200247,7445731,1900000,4319,13500000,253000,1908638,Our favorite past time @Dom! ,24,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
28,normal,7546245126356503821,6745191554350760966,115900,2197,1400000,837,120294,World Premiere 🥂 #smashingmachine #bennysafdie  #markkerr  @A24 ,60,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
7,normal,7546373233260449038,6745191554350760966,44200,2059,959200,410,48318,I feel like dreams are something we can contextualize. We imagine thi...,32,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
40,top,7546649356707876109,7445731,888800,2185,6700000,75500,893170,It’s out of nowhere… ,10,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
10,normal,7546779048593181965,209793,83700,532,794300,2655,84764,long overdue,10,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
91,top,7546980162093534478,68616495085350913,387800,1141,8000000,2246,390082,How we got this shot. #filmmaking #behindthescenes ,21,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
95,top,7547911100520467725,7445731,367000,655,3800000,8314,368310,This is so hard Hahaha @Lexi Rivera ,95,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
54,top,7548194770137500941,190068318278651904,722900,3444,5600000,2211,729788,Replying to @C.T95 BALCONY FURNITURE HAS ARRIVED! 🙏🏼🔥 Everybody say T...,188,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
99,normal,7548522029700353293,6727327145951183878,110000,1566,1000000,2002,113132,No one says grace like Ashley Banks 😂,48,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
45,top,7548598130665622804,6596805238354558982,780200,11200,9000000,7936,802600,Díganme si ustedes ya probaron esta máscara de pestañas linduras @SHE...,25,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
75,normal,7548837577323711758,6745191554350760966,31000,1389,653500,579,33778,"Here’s our newest trailer for THE SMASHING MACHINE, written and direc...",149,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
1,normal,7549938079100931341,68616495085350913,76400,1463,1400000,1570,79326,the heist ,46,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
92,top,7550956666187975991,190068318278651904,373200,1539,2600000,15000,376278,#duet with @user  why is this kinda cute 😭,18,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
66,top,7551538774350515511,7445731,606500,790,10200000,2866,608080,"Sorry Lexi, I just gotta put the orange juice back😂 @Lexi Rivera ",15,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
29,normal,7551785289518288183,21609287,24600,367,659500,289,25334,Tag your fav or chk BTS video 😝,26,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
30,top,7551930941900360981,6596805238354558982,986000,22500,10600000,4629,1031000,¿Les gusta mi nueva sonrisa? 🙈,5,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
82,top,7552180816277769486,68616495085350913,430400,2450,19600000,6379,435300,"Comet makes a great sous chef 👨‍🍳 ☄️ Meet @Perplexity new AI browser,...",39,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
62,normal,7552317372590214431,5831967,77200,1501,5000000,1418,80202,casually running @CeraVe account at #EADV2025! met the coolest dermat...,56,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
8,top,7552319522443709716,6596805238354558982,2100000,10300,18900000,13700,2120600,No Capea la güerita 😭 jaja ,15,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
77,top,7552328634359368981,6596805238354558982,476200,5325,4400000,3405,486850,El final jaja ,13,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
44,top,7552333719219031314,6596805238354558982,778900,12000,7000000,8586,802900,así era? 🫠,15,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
59,top,7552941212647361800,6596805238354558982,661500,6698,5700000,7752,674896,Olvidé que grabé este 😳,8,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
88,top,7552987068071267591,6596805238354558982,400000,5117,4100000,2014,410234,Me gusta crear sin complicaciones 😎🎶✨ @raybanmeta #raybanmetapartner ,47,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
24,normal,7553295954502225166,68616495085350913,107000,1154,1700000,1361,109308,If Zach King was the villain…,12,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
15,top,7553396193309560071,6596805238354558982,1800000,19500,14500000,38100,1839000,"si leíste esto, te amo 🫶🏻",7,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
41,normal,7553422683011091743,6748458643983238149,43400,1266,3300000,448,45932,Back in Milan for @Gucci💜 #GucciTheTiger #GucciLaFamiglia ,20,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
69,top,7553427159684156690,6596805238354558982,563200,5923,4400000,3101,575046,Cuidaditoooo Juanito 👁️,13,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
50,top,7553438363085245703,6596805238354558982,737800,9535,6100000,9881,756870,nadie fue obligado a hacer esto 🫣,7,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
46,top,7553465778972937479,6596805238354558982,767900,9887,5300000,6731,787674,Buenas noches 😘,10,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
68,normal,7553693101458541837,6745191554350760966,49600,1133,873100,1857,51866,"Whatever happens from here, I don’t know. But already, this film has ...",30,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
57,top,7553724721108389133,6703550784929793030,701500,1090,16900000,5399,703680,Kk byeee see you on stage. @Armani beauty #luminoussilk #armanibeauty...,56,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
71,top,7553827710083009799,6596805238354558982,513600,11500,4600000,5583,536600,final inesperado jaja               @Andrea Cuadros @Jesy Acosta ,15,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
79,normal,7554580140345347359,79609045006872576,23200,56,380700,251,23312,🙂‍↕️🙂‍↕️,91,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
11,top,7554767993666915615,934514,2000000,1751,13200000,18000,2003502,rlly needed a minute ,14,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
89,top,7554814344748354830,6703550784929793030,400100,808,4200000,10000,401716,TikTok video #7554814344748354830,11,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
7,top,7554865877619969294,7445731,2200000,2480,14300000,109800,2204960,She’s a 10/10 @Monako🫧 ,6,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
34,top,7555647477790035208,6596805238354558982,977600,13000,9400000,5514,1003600,@KimShantal ✨,6,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
23,normal,7555904765448768781,209793,59200,234,475700,201,59668,i left my house so,11,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
32,top,7556001068405050638,190068318278651904,1000000,2752,9400000,6820,1005504,Replying to @Selina Stclair The pots & fountains have arrived for the...,248,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
33,top,7556023299734605111,5831967,1000000,2171,10700000,5954,1004342,i’ll come back anytime trust ,7,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
12,top,7556096007285591351,5831967,1900000,5109,18700000,8569,1910218,@Dancing with the Stars #DWTS ,11,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
55,top,7556358877843868941,7445731,726800,1084,7800000,42600,728968,@Monako🫧 ,6,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
16,normal,7556493693121744142,21609287,16300,277,353800,140,16854,When your about to sleep the whole flight #WhoHurtYou @mrmovi3 ,15,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
19,normal,7556592560974646541,6745191554350760966,17300,940,423700,522,19180,In theaters tonight 🌗🎬  Can’t wait to hear your reactions.   Enjoy ou...,15,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
36,normal,7556652844523310367,107955,12100,5594,1100000,1148,23288,"what the fans ask for, the fans get 🙂‍↕️ @Adam Barrera breaks down th...",67,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
83,normal,7556665618670406925,21609287,34700,645,566700,409,35990,Ferrari or Trunk-space?,18,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
42,normal,7556690079058529567,79609045006872576,71700,131,670200,1134,71962,🤞🏽@madi monroe ,14,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
35,top,7556996890223463735,68616495085350913,989400,3998,13600000,5924,997396,They say there's an iced coffee at the bottom of the feed @NESCAFÉ US...,35,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
12,normal,7557068031394991415,6524904798586672143,51000,1737,1300000,28500,54474,Why so serious? 🗣️🤡🔥,16,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
27,normal,7557131004574436622,21609287,15400,582,380100,277,16564,Where you watching from? #newmusic #WhoHurtYou ,37,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
61,normal,7557534743001074974,79609045006872576,59200,139,545400,321,59478,Loving my natural hair color so much ,9,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
66,normal,7557540715673373966,209793,55200,163,558700,186,55526,TikTok video #7557540715673373966,6,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
25,normal,7558207954617453832,131039763028930560,57200,909,836800,293,59018,"Hoy me tocó evento importante, y mi cabello tenía que estar a la altu...",20,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
4,normal,7558248534412152077,21609287,17400,306,427600,255,18012,This can’t be just me? @Al Haramain Perfumes ,17,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
49,normal,7558253309941927223,21609287,11600,270,247600,210,12140,If the #WhoHurtYou music video had no music 🤣🤣🤣 ,10,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
78,top,7558622926065519885,6703550784929793030,473800,1428,14700000,5106,476656,@Armani beauty #luminoussilk #armanibeautypartner 💝💝💝,53,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
90,normal,7558690687093460279,21609287,21700,437,381800,331,22574,Halloween season is here #WhoHurtYou ,11,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
46,normal,7558847527311740174,68616495085350913,82100,1155,1200000,932,84410,I built a hidden fort inside of Costco,28,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
86,normal,7558891371189325087,107955,7795,1819,341800,517,11433,definitely queuing ‘Could Be Love (Rachel’s Version)’ after this 😭@Ra...,90,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
15,normal,7558916935388335374,21609287,61700,1037,682400,1923,63774,Squad popped up on Hollywood blvd🚨FLASH MOB🚨,40,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
53,normal,7559227794656398605,6745191554350760966,37000,1493,426600,550,39986,Muchísimas gracias Mexico 🇲🇽🥃❤️ Your energy and love was electric. Th...,21,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
68,top,7559378658817854775,190068318278651904,572200,2201,4300000,3552,576602,Replying to @debbie_morales Adding plants to the Balcony!! 🪏🪴 This ma...,275,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
72,normal,7559395696504245517,21609287,56500,692,738300,1511,57884,#WhoHurtYou ,29,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
9,normal,7559684939684400414,107955,9707,4559,997700,1082,18825,singing every👏single👏word👏 (in our head),36,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
11,normal,7559969376590515470,68616495085350913,30500,1003,706300,1019,32506,beware of Labubu’s,28,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
94,normal,7560098104066805006,7445731,113300,354,1300000,3020,114008,It’s getting crazy😂😂 ib @haleyybaylee ,9,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
60,top,7560100504492150030,5831967,669700,2164,7400000,3490,674028,dc @Wiktor_Mi ,15,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
96,top,7560113050100043026,131039763028930560,365300,931,2900000,3366,367162,Siempre quise ser Bambi🥹🦌,54,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
98,normal,7560114759442484487,131039763028930560,113000,1072,931500,1081,115144,Mis pestañas dicen holi😋,12,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
65,normal,7560117671044451598,190068318278651904,74500,843,853300,1295,76186,thank you for having me @Knott’s Berry Farm 🤍😈,10,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
80,top,7560178872621288718,7445731,458400,1311,5300000,43500,461022,TikTok video #7560178872621288718,27,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
37,top,7561038181563419959,5831967,979100,2199,5800000,8588,983498,this trend is so cute,17,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
74,top,7561159008074124558,190068318278651904,493300,2444,3600000,29800,498188,I can’t wait to try everything omg @Cal ,187,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
60,normal,7561200888036003103,79609045006872576,50100,136,328100,1213,50372,What look is next …. #fnaf #thepuppet #marinette #makeup #halloween ,12,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
8,normal,7561213627798277384,131039763028930560,109500,1002,1000000,745,111504,CHiCa CalaBAza,11,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
79,top,7561418302761766166,127905465618821121,457900,5163,8100000,10800,468226,No one is scoring here 🥲#learnfromkhaby #comedy ,18,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
78,normal,7561456867231206711,5831967,65800,651,1600000,1056,67102,@Prada #pradamode ,11,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
86,top,7561459495809846542,5831967,412100,1206,4100000,3378,414512,@carleesue_ @livmadorma @alisonscoon @Alexa Davis ,8,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
82,normal,7561859064007773453,21609287,40900,310,560900,499,41520,Movie night snack challenge #jasonking #movienight #snackchallenge ,91,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
87,top,7562270156576148750,7445731,413000,756,2800000,43500,414512,Stop testing me!! @North Valley Group ,14,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
43,normal,7562334301166013718,127905465618821121,17700,695,810700,217,19090,"Great walls, bright skylines, loud hotpot, quiet villages. I came for...",29,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
77,normal,7562335351113649430,127905465618821121,27500,1695,1300000,617,30890,I passed the hotpot driving test 🤣 #learnfromkhaby #avatr ,44,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
93,top,7562727779981135159,7445731,371700,1737,2000000,76300,375174,Share with your friend😂,64,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
51,top,7562737445322706184,131039763028930560,747700,1425,4500000,3253,750550,@Jash ,11,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Top_100/top_metadata.json,1
97,normal,7563467582280420616,131039763028930560,76300,583,409500,1281,77466,🐀?,7,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
87,normal,7563719605663862029,6745191554350760966,11900,375,118800,90,12650,<<<<<< @ZOA ENERGY ,10,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
13,normal,7564088602234309918,5831967,14100,458,260600,133,15016,weekend full of my 2 fav things @Red Bull USA @Red Bull Dance 💙,23,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
37,normal,7564143939821784350,79609045006872576,75000,75,506500,466,75150,Not my best bc I was trying to fit 8 looks in one day but just shows ...,61,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
45,normal,7564156976251325703,131039763028930560,34400,805,155300,470,36010,En cámara lenta cámara lenta cámara lenta,34,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
6,normal,7564181866035678519,190068318278651904,32300,299,192800,541,32898,GRRR 🐯🌈 ,7,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
54,normal,7564186910306913550,7445731,26200,642,262800,233,27484,🍋 sorry Lexi haha @Lexi Rivera ,13,/Users/jolanda/Desktop/Study/Project_Algorithmus/Viralitaetsanalyse-main/tiktok_100_vs_100/Normal_100/normal_metadata.json,0
